Unnamed: 0,Patent_ID,h_mol,b_mol,ligand,reagent,solvent,rxn_yield,mass_label
59,US06022492,Br[c:2]1[cH:3][n:4][c:5]([Cl:8])[n:6][cH:7]1,OB(O)[c:17]1[cH:16][n:15][c:14]([O:13][CH2:9][CH2:10][CH2:11][CH3:12])[cH:19][cH:18]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Na+].[Na+],O.CCO.Cc1ccccc1,38.0,1
60,US06022492,Br[c:2]1[cH:3][n:4][c:5]([Cl:8])[n:6][cH:7]1,OB(O)[c:11]1[c:10]([F:9])[c:15]([F:16])[cH:14][cH:13][cH:12]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Na+].[Na+],O.CCO.Cc1ccccc1,58.0,1
61,US06022492,Br[c:2]1[n:3][cH:4][c:5]([Br:8])[cH:6][n:7]1,OB(O)[c:20]1[c:19]([F:26])[c:18]([F:27])[c:17]([O:16][CH2:9][c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[cH:22][cH:21]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Na+].[Na+],O.CCO.Cc1ccccc1.CC(C)O,26.0,1
62,US06022492,Br[c:2]1[cH:3][n:4][c:5](-[c:8]2[cH:9][n:10][c:11]([O:14][CH2:15][CH2:16][CH2:17][CH2:18][CH2:19][CH2:20][CH2:21][CH3:22])[cH:12][cH:13]2)[n:6][cH:7]1,OB(O)[c:25]1[c:24]([F:23])[c:29]([F:30])[c:28]([CH2:31][CH2:32][CH2:33][CH2:34][CH2:35][CH2:36][CH2:37][CH3:38])[cH:27][cH:26]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Na+].[Na+],O.CCO.Cc1ccccc1.CC#N,83.0,1
63,US06051593,Br[c:13]1[cH:14][cH:15][c:16]([F:22])[c:17]([N+:19](=[O:20])[O-:21])[cH:18]1,OB(O)[c:5]1[cH:4][c:3]([O:2][CH3:1])[cH:8][cH:7][cH:6]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O=C([O-])O.[Na+],O.[Cl-].[Na+]",O.CCOC(C)=O.Cc1ccccc1,77.0,1
64,US06051593,Br[c:14]1[cH:15][cH:16][c:17]([F:23])[c:18]([N+:20](=[O:21])[O-:22])[cH:19]1,OB(O)[c:6]1[cH:5][c:4]([O:3][CH2:1][CH3:2])[cH:9][cH:8][cH:7]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O.[Cl-].[Na+]",O.CCOC(C)=O.CCO.Cc1ccccc1,90.0,1
65,US06051593,Br[c:12]1[cH:13][cH:14][c:15]([F:21])[c:16]([N+:18](=[O:19])[O-:20])[cH:17]1,OB(O)[c:4]1[cH:3][c:2]([NH2:1])[cH:7][cH:6][cH:5]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])O.[Na+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Na+].[Na+]",O.CCOC(C)=O.Cc1ccccc1,92.0,1
66,US06090812,Br[c:2]1[cH:3][n:4][cH:5][c:6]([CH2:8][OH:9])[cH:7]1,OB(O)[c:20]1[cH:19][cH:18][c:17]([F:16])[cH:22][cH:21]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],[Cl-].[Na+],O=S(=O)([O-])[O-].[Na+].[Na+]",CCOC(C)=O.Cc1ccccc1,84.0,1
67,US06100272,Br[c:2]1[c:3]([CH3:14])[cH:4][c:5]([N:8]2[C:9](=[O:13])[CH2:10][CH2:11][CH2:12]2)[cH:6][cH:7]1,OB(O)[c:18]1[cH:19][cH:20][c:21]([C:22](=[O:23])[OH:24])[cH:25][cH:26]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Na+].[Na+],O.CCOC(C)=O.CCO.COCCOC,52.0,1
68,US06110937,Br[c:2]1[cH:3][c:4]([CH3:10])[c:5]([OH:9])[c:6]([CH3:8])[cH:7]1,OB(O)[c:16]1[cH:15][c:14]([N+:11](=[O:12])[O-:13])[cH:19][cH:18][cH:17]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Na+].[Na+],O.CCOC(C)=O.Cc1ccccc1,31.0,1
69,US06133262,Br[c:3]1[c:2]([Br:1])[c:6]2[c:5]([s:4]1)[cH:10][cH:9][cH:8][cH:7]2,OB(O)[c:17]1[cH:16][cH:15][c:14]([O:13][CH3:12])[cH:19][cH:18]1,Cc1ccccc1P(c1ccccc1C)c1ccccc1C,"O=C([O-])[O-].[Na+].[Na+],O=S(=O)([O-])[O-].[Mg+2]",CCOC(C)=O,78.0,1
70,US06147255,Br[c:2]1[s:3][cH:4][c:5]([C:7](=[O:8])[O:9][CH2:10][CH3:11])[cH:6]1,OB(O)[c:18]1[cH:17][c:16]([C:12]([CH3:13])([CH3:14])[CH3:15])[c:21]([O:22][CH3:23])[cH:20][cH:19]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O=S(=O)([O-])[O-].[Mg+2]",CCOC(C)=O.Cc1ccccc1,69.0,1
71,US06162804,Br[c:2]1[cH:3][c:4]2[c:5]([n:6](-[c:9]3[cH:10][cH:11][cH:12][cH:13][cH:14]3)[cH:7][n:8]2)[cH:15][cH:16]1,OB(O)[c:20]1[cH:19][cH:18][n:17][cH:22][cH:21]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],[Cl-].[Na+],O=S(=O)([O-])[O-].[Na+].[Na+]",O.CCOC(C)=O,66.0,1
72,US06162804,I[c:2]1[cH:3][cH:4][c:5](=[O:17])[n:6]([CH2:8][CH2:9][CH2:10][N:11]2[CH2:12][CH2:13][CH2:14][CH2:15][CH2:16]2)[cH:7]1,CC1(C)OB([c:31]2[cH:30][cH:29][c:28]3[n:24](-[c:18]4[cH:19][cH:20][cH:21][cH:22][cH:23]4)[cH:25][n:26][c:27]3[cH:32]2)OC1(C)C,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O=S(=O)([O-])[O-].[Na+].[Na+]",O.CCOC(C)=O,71.0,1
73,US06162824,I[c:12]1[c:13]([C:14](=[O:15])[OH:16])[cH:17][cH:18][cH:19][cH:20]1,OB(O)[c:4]1[cH:3][c:2]([CH3:1])[cH:7][cH:6][cH:5]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O=C([O-])O.[Na+],O=C([O-])O.[Na+],O=C([O-])O.[Na+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Mg+2]",O.COCCOC,41.0,1
74,US06165941,Cl[c:2]1[n:3][cH:4][c:5]([C:9]([F:10])([F:11])[F:12])[cH:6][c:7]1[Cl:8],OB(O)[c:18]1[cH:17][cH:16][c:15]([O:14][CH3:13])[cH:20][cH:19]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])O.[Na+],O.ClCCl,72.0,1
75,US06177440B1,Cl[c:2]1[c:3]([C:4](=[O:5])[O:6][CH3:7])[cH:8][cH:9][cH:10][c:11]1[N+:12](=[O:13])[O-:14],OB(O)[c:18]1[c:17]([O:16][CH3:15])[cH:22][cH:21][cH:20][cH:19]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O=C([O-])O.[Na+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Mg+2]",O.CCOC(C)=O,69.0,1
76,US06218547B1,Br[c:14]1[cH:15][n:16][cH:17][cH:18][cH:19]1,OB(O)[c:6]1[cH:5][c:4]([N+:1](=[O:2])[O-:3])[cH:9][cH:8][cH:7]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[K+].[K+],[Na+].[OH-]",O.COCCOC,84.0,1
77,US06248919B1,I[c:2]1[c:3]([C:4](=[O:5])[O:6][CH3:7])[cH:8][cH:9][c:10]([C:12](=[O:13])[O:14][CH3:15])[cH:11]1,OB(O)[c:17]1[c:16]([CH3:25])[cH:21][cH:20][cH:19][cH:18]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Na+].[Na+],Cc1ccccc1,99.0,1
78,US06265575B1,Br[c:16]1[cH:17][cH:18][c:19]([O:20][CH2:21][CH2:22][N:23]2[CH2:24][CH2:25][CH2:26][CH2:27]2)[cH:28][cH:29]1,OB(O)[c:9]1[s:8][c:7]2[c:6]([cH:5][cH:4][c:3]([O:2][CH3:1])[cH:14]2)[cH:10]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Mg+2]",CCOC(C)=O,55.0,1
79,US06277885B1,Br[c:8]1[cH:7][c:6]([CH3:11])[c:5]([NH2:12])[c:4]([C:3]([O:2][CH3:1])=[O:13])[cH:9]1,OB(O)[c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Mg+2]",O.CCOC(C)=O.COCCOC,50.0,1
80,US06291460B1,Br[c:2]1[cH:3][c:4]([CH:5]=[O:6])[cH:7][cH:8][cH:9]1,CCB(CC)[c:13]1[cH:14][n:15][cH:16][cH:17][cH:18]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[K+].[K+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Mg+2]",O.CCOC(C)=O.COCCOC,73.0,1
81,US06297375B1,Cl[c:2]1[cH:3][cH:4][n:5][cH:6][c:7]1[C:8](=[O:9])[O:10][CH3:11],OB(O)[c:19]1[c:18]([CH3:27])[cH:23][cH:22][cH:21][cH:20]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Na+].[Na+]",COCCOC,97.0,1
82,US06297375B1,I[c:2]1[cH:3][c:4]([N:12]2[CH2:13][CH2:14][N:15]([CH3:18])[CH2:16][CH2:17]2)[n:5][cH:6][c:7]1[C:8](=[O:9])[NH:10][CH3:11],OB(O)[c:26]1[c:25]([CH3:34])[cH:30][cH:29][cH:28][cH:27]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O=S(=O)([O-])[O-].[Na+].[Na+]",O.CCOC(C)=O.Cc1ccccc1.ClCCl,63.0,1
83,US06303816B1,Br[c:2]1[cH:3][cH:4][c:5]([CH:8]([CH2:9][NH:10][S:11](=[O:12])(=[O:13])[CH3:14])[CH3:15])[cH:6][cH:7]1,OB(O)[c:19]1[cH:18][c:17]([F:16])[cH:22][cH:21][cH:20]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[K+].[K+],O=S(=O)([O-])[O-].[Mg+2]",O.CCOC(C)=O.Cc1ccccc1,9.0,1
84,US06303816B1,Br[c:2]1[cH:3][cH:4][c:5]([CH:8]([CH2:9][NH:10][S:11](=[O:12])(=[O:13])[CH3:14])[CH3:15])[cH:6][cH:7]1,OB(O)[c:21]1[cH:20][cH:19][c:18]([CH:16]=[O:17])[cH:23][cH:22]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[K+].[K+],O=S(=O)([O-])[O-].[Mg+2]",O.CCOC(C)=O.Cc1ccccc1,32.0,1
85,US06303816B1,Br[c:2]1[cH:3][cH:4][c:5]([CH:8]([CH2:9][NH:10][S:11](=[O:12])(=[O:13])[CH3:14])[CH3:15])[cH:6][cH:7]1,OB(O)[c:18]1[cH:17][s:16][cH:20][cH:19]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[K+].[K+],O=S(=O)([O-])[O-].[Mg+2]",O.CCOC(C)=O.Cc1ccccc1,27.0,1
86,US06303816B1,Br[c:2]1[cH:3][cH:4][c:5]([CH:8]([CH2:9][NH:10][S:11](=[O:12])(=[O:13])[CH3:14])[CH3:15])[cH:6][cH:7]1,OB(O)[c:19]1[c:18]([O:17][CH3:16])[cH:23][cH:22][cH:21][cH:20]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[K+].[K+],O=S(=O)([O-])[O-].[Mg+2]",O.CCOC(C)=O.C1COCCO1,90.0,1
87,US06303816B1,Br[c:2]1[cH:3][cH:4][c:5]([CH:8]([CH2:9][NH:10][S:11](=[O:12])(=[O:13])[CH3:14])[CH3:15])[cH:6][cH:7]1,OB(O)[c:26]1[cH:25][cH:24][c:23]([F:22])[cH:28][cH:27]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[K+].[K+],CCOC(C)=O.Cc1ccccc1,12.0,1
88,US06307047B1,Br[c:12]1[cH:11][n:10][n:9](-[c:4]2[cH:3][c:2]([F:1])[c:7]([F:8])[cH:6][cH:5]2)[c:14](=[O:15])[c:13]1[O:16][CH2:17][CH2:18][C:19]([CH3:20])([CH3:21])[OH:22],OB(O)[c:29]1[cH:28][cH:27][c:26]([S:25][CH3:24])[cH:31][cH:30]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[K+].[K+],CCO,64.5,1
89,US06307087B1,I[c:3]1[c:2]([Br:1])[cH:7][cH:6][cH:5][cH:4]1,OB(O)[c:14]1[cH:13][cH:12][c:11]([C:10]([F:9])([F:20])[F:21])[cH:16][cH:15]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Na+].[Na+]",O.CCO.COCCOC,67.0,1
90,US06316632B1,Cl[c:11]1[n:12][cH:13][cH:14][cH:15][c:16]1[NH2:17],OB(O)[c:1]1[cH:2][cH:3][cH:4][cH:5][cH:6]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Na+].[Na+],O.Cc1ccccc1,97.0,1
91,US06335459B1,Br[c:11]1[c:10]([C:9]([O:8][CH2:6][CH3:7])=[O:19])[cH:15][cH:14][cH:13][c:12]1[O:16][CH3:17],OB(O)[c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])O.[Na+],O.Cc1ccccc1,34.0,1
92,US06342765B1,O=S(=O)(O[c:4]1[cH:3][c:2]([CH3:1])[cH:11][cH:10][c:5]1[C:6](=[O:7])[O:8][CH3:9])C(F)(F)F,OB(O)[c:30]1[cH:29][cH:28][c:27]([F:26])[cH:32][cH:31]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],[Cl-].[Li+],[Na+].[OH-]",CCOC(C)=O.CCO.Cc1ccccc1,99.0,1
93,US06350750B1,Br[c:5]1[c:4]2[n:3][c:2]([CH3:1])[cH:11][c:10]([O:12][c:13]3[cH:14][cH:15][cH:16][cH:17][cH:18]3)[c:9]2[cH:8][cH:7][cH:6]1,OB(O)[c:22]1[c:21]([CH3:20])[cH:26][c:25]([CH3:27])[cH:24][c:23]1[CH3:28],c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=S(=O)([O-])[O-].[Mg+2],O.ClCCl,73.0,1
94,US06350750B1,Br[c:5]1[c:4]2[n:3][c:2]([CH3:1])[cH:11][c:10]([Cl:12])[c:9]2[cH:8][cH:7][cH:6]1,OB(O)[c:16]1[c:15]([CH3:14])[cH:20][c:19]([CH3:21])[cH:18][c:17]1[CH3:22],c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=S(=O)([O-])[O-].[Na+].[Na+],O.ClCCl.COCCOC,88.0,1
95,US06350907B1,Br[c:2]1[c:3]([CH3:11])[cH:4][c:5]([N+:8](=[O:9])[O-:10])[cH:6][cH:7]1,OB(O)[c:16]1[cH:15][c:14]([O:13][CH3:12])[cH:19][cH:18][cH:17]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O=S(=O)([O-])[O-].[Na+].[Na+]",O.CCOC(C)=O.CCO.COCCOC,90.0,1
96,US06350907B1,Br[c:2]1[c:3]([CH3:11])[cH:4][c:5]([N+:8](=[O:9])[O-:10])[cH:6][cH:7]1,OB(O)[c:16]1[cH:15][c:14]([C:12]#[N:13])[cH:19][cH:18][cH:17]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O=C([O-])O.[Na+],O=S(=O)([O-])[O-].[Na+].[Na+]",O.CCOC(C)=O.CCO.COCCOC,87.0,1
97,US06355648B1,Br[c:2]1[cH:3][c:4]2[c:8]([cH:9][cH:10]1)[NH:7][C:6](=[O:11])[C:5]21[CH2:12][CH2:13][CH2:14][CH2:15]1,OB(O)[c:24]1[n:23]([C:21]([O:20][C:16]([CH3:17])([CH3:18])[CH3:19])=[O:22])[cH:27][cH:26][cH:25]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[K+].[K+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Mg+2]",O.CCOC(C)=O.COCCOC,83.0,1
98,US06355648B1,Br[c:2]1[cH:3][c:4]2[c:8]([cH:9][cH:10]1)[NH:7][C:6](=[O:11])[C:5]21[CH2:12][CH2:13][CH2:14][CH2:15][CH2:16]1,OB(O)[c:20]1[n:21]([C:25](=[O:26])[O:27][C:28]([CH3:29])([CH3:30])[CH3:31])[cH:22][cH:23][cH:24]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[K+].[K+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Mg+2]",O.CCOC(C)=O,76.0,1
99,US06355648B1,Br[c:2]1[cH:3][c:4]2[c:8]([cH:9][cH:10]1)[NH:7][C:6](=[O:11])[C:5]2([CH3:12])[CH3:13],OB(O)[c:17]1[cH:16][c:15]([Cl:14])[cH:20][cH:19][cH:18]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[K+].[K+],O=S(=O)([O-])[O-].[Mg+2]",O.CCOC(C)=O.COCCOC,25.0,1
100,US06358948B1,Br[c:7]1[cH:6][c:3]([C:4]#[N:5])[c:2]([NH2:1])[cH:9][cH:8]1,OB(O)[c:14]1[cH:13][c:12]([Cl:11])[cH:17][cH:16][cH:15]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Mg+2]",O.CCOC(C)=O.COCCOC,87.0,1
101,US06358948B1,Br[c:2]1[cH:3][cH:4][c:5]2[c:6]([cH:14]1)[C:7]([CH3:12])([CH3:13])[O:8][CH:9]([CH3:11])[NH:10]2,OB(O)[c:18]1[cH:17][c:16]([Cl:15])[c:21]([F:22])[cH:20][cH:19]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Na+].[Na+]",O.CCOC(C)=O.COCCOC,35.0,1
102,US06380235B1-US06380235B1,Br[c:2]1[cH:3][c:4]2[c:5]([nH:6][c:7](=[O:9])[s:8]2)[cH:10][cH:11]1,OB(O)[c:17]1[cH:16][c:15]([N+:12](=[O:13])[O-:14])[cH:20][cH:19][cH:18]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[K+].[K+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Mg+2]",O.CCOC(C)=O.CCO.Cc1ccccc1,4.9,1
103,US06384220B2,I[c:14]1[cH:13][cH:12][c:11]([CH:4]([C:3]([O:2][CH3:1])=[O:18])[CH2:5][CH:6]2[CH2:7][CH2:8][CH2:9][CH2:10]2)[cH:16][cH:15]1,OB(O)[c:19]1[cH:20][cH:21][cH:22][c:23]2[cH:24][cH:25][cH:26][cH:27][c:28]12,Cc1ccccc1P(c1ccccc1C)c1ccccc1C,"O=C([O-])O.[Na+],O=S(=O)([O-])[O-].[Na+].[Na+]",O.CN(C)C=O.CCOC(C)=O,90.0,1
104,US06387992B1,Br[c:2]1[cH:3][c:4]2[c:5]([n:6][n:7](-[c:9]3[c:10]([OH:32])[c:11]([C:23]([CH3:24])([CH3:25])[c:26]4[cH:27][cH:28][cH:29][cH:30][cH:31]4)[cH:12][c:13]([C:15]([CH3:16])([CH3:17])[CH2:18][C:19]([CH3:20])([CH3:21])[CH3:22])[cH:14]3)[n:8]2)[cH:33][cH:34]1,OB(O)[c:37]1[cH:36][s:35][cH:39][cH:38]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Na+].[Na+],O.Cc1ccccc1,78.6,1
105,US06388146B1,I[c:28]1[c:27]([F:32])[cH:26][c:25]([Br:24])[cH:30][cH:29]1,OB(O)[c:18]1[cH:17][cH:16][c:15]([C@@H:12]2[CH2:11][CH2:10][C@@H:9]([CH2:4][CH2:5][CH2:6][CH2:7][CH3:8])[CH2:14][CH2:13]2)[cH:20][cH:19]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Na+].[Na+]",O.CCO,67.8,1
106,US06388146B1,I[c:28]1[c:27]([F:33])[cH:26][c:25]([Br:24])[cH:30][c:29]1[F:31],OB(O)[c:18]1[cH:17][cH:16][c:15]([C@@H:12]2[CH2:11][CH2:10][C@@H:9]([CH2:4][CH2:5][CH2:6][CH2:7][CH3:8])[CH2:14][CH2:13]2)[cH:20][cH:19]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Na+].[Na+]",O.CCO,39.1,1
107,US06388146B1,I[c:28]1[cH:27][c:26]([F:32])[c:25]([Br:24])[cH:30][cH:29]1,OB(O)[c:18]1[cH:17][cH:16][c:15]([C@@H:12]2[CH2:11][CH2:10][C@@H:9]([CH2:4][CH2:5][CH2:6][CH2:7][CH3:8])[CH2:14][CH2:13]2)[cH:20][cH:19]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Na+].[Na+]",O.CCO,86.8,1
108,US06388146B1,Br[c:25]1[cH:26][c:27]([F:35])[c:28]([N+:32](=[O:33])[O-:34])[cH:29][c:30]1[F:31],OB(O)[c:18]1[cH:17][cH:16][c:15]([C@@H:12]2[CH2:11][CH2:10][C@@H:9]([CH2:4][CH2:5][CH2:6][CH2:7][CH3:8])[CH2:14][CH2:13]2)[cH:20][cH:19]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O.[Cl-].[Na+]",O.CCO,84.4,1
109,US06388146B1,Br[c:27]1[c:26]([C:25]([F:24])([F:36])[F:37])[cH:31][c:30]([N+:32](=[O:33])[O-:34])[cH:29][cH:28]1,OB(O)[c:18]1[cH:17][cH:16][c:15]([C@@H:12]2[CH2:11][CH2:10][C@@H:9]([CH2:4][CH2:5][CH2:6][CH2:7][CH3:8])[CH2:14][CH2:13]2)[cH:20][cH:19]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Na+].[Na+]",O.CCO,91.3,1
110,US06388146B1,Br[c:31]1[cH:30][cH:29][c:27]([NH2:28])[c:26]([C:25]([F:24])([F:34])[F:35])[cH:32]1,OB(O)[c:18]1[cH:17][cH:16][c:15]([C@@H:12]2[CH2:11][CH2:10][C@@H:9]([CH2:4][CH2:5][CH2:6][CH2:7][CH3:8])[CH2:14][CH2:13]2)[cH:20][cH:19]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Na+].[Na+]",O.CCO,91.3,1
111,US06391891B1,Br[c:2]1[cH:3][cH:4][c:5]([NH2:12])[c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]12,OB(O)[c:22]1[cH:21][cH:20][n:19][cH:24][cH:23]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O=S(=O)([O-])[O-].[Na+].[Na+]",O.CCOC(C)=O.ClCCl.COCCOC,78.0,1
112,US06391891B1,Br[c:2]1[c:3]2[c:4]([s:5][cH:6]1)[cH:7][cH:8][c:9]([N+:11](=[O:12])[O-:13])[cH:10]2,OB(O)[c:17]1[cH:16][cH:15][n:14][cH:19][cH:18]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O=C([O-])[O-].[Na+].[Na+],O=S(=O)([O-])[O-].[Na+].[Na+]",O.CCOC(C)=O.ClCCl.COCCOC,56.0,1
113,US06391907B1,Br[c:2]1[cH:3][c:4]2[c:8]([cH:9][cH:10]1)[NH:7][C:6](=[O:11])[CH2:5]2,OB(O)[c:17]1[cH:16][c:15]([N+:12](=[O:13])[O-:14])[cH:20][cH:19][cH:18]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[K+].[K+],O=S(=O)([O-])[O-].[Mg+2]",O.CCOC(C)=O.COCCOC,65.0,1
114,US06391907B1,Br[c:2]1[cH:3][c:4]2[c:8]([cH:9][cH:10]1)[NH:7][C:6](=[O:11])[C:5]2([CH3:12])[CH3:13],OB(O)[c:19]1[cH:18][c:17]([N+:14](=[O:15])[O-:16])[cH:22][cH:21][cH:20]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[K+].[K+],O=S(=O)([O-])[O-].[Na+].[Na+]",O.CCOC(C)=O.COCCOC,67.0,1
115,US06051593,Br[c:14]1[cH:15][cH:16][c:17]([F:23])[c:18]([N+:20](=[O:21])[O-:22])[cH:19]1,OB(O)[c:6]1[cH:5][c:4]([O:3][CH2:1][CH3:2])[cH:9][cH:8][cH:7]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O.O.[Cl-].[Cl-].[Na+].[Na+]",O.CCOC(C)=O.CCO.Cc1ccccc1,90.0,1
116,US06395734B1,Br[c:11]1[cH:12][cH:13][c:14]([F:20])[c:15]([N+:17](=[O:18])[O-:19])[cH:16]1,OB(O)[c:1]1[cH:2][cH:3][cH:4][cH:5][cH:6]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O.[Cl-].[Na+]",O.CCOC(C)=O.CCO.Cc1ccccc1,96.0,1
117,US06407101B1-US06407101B1,Br[c:2]1[cH:3][c:4]2[c:5]([cH:13][cH:14]1)[NH:6][C:7](=[O:12])[O:8][C:9]2([CH3:10])[CH3:11],OB(O)[c:23]1[n:22]([C:20]([O:19][C:15]([CH3:16])([CH3:17])[CH3:18])=[O:21])[cH:26][cH:25][cH:24]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[K+].[K+],O=C([O-])O.[Na+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Mg+2]",O.CCOC(C)=O.CCO.Cc1ccccc1,60.0,1
